county,factor,value,scope,node_windows,MAE,delta_vs_STID_MAE,RMSE,bias,MAE@h3,MAE@h6,MAE@h12
LosAngeles,pm_relation,at_source,post_last_slot,920,10.424545996169876,0.018346742651928594,20.855090452353252,-0.011427348270542204,9.194779687884262,10.509844297521255,12.556754140292897
LosAngeles,pm_relation,downstream,future_any,13876,12.01651754938129,-0.010121096847258926,22.168218992299902,-0.8486839869063569,11.031043892992773,12.14574288236637,13.488845518066928
LosAngeles,pm_relation,downstream,history_any,13858,12.329700279770618,0.0025933143776324385,25.24973819548904,-0.9133963195346247,11.20436452913297,12.381543103885694,14.029773633322485
LosAngeles,pm_relation,downstream,ongoing,1352,12.69414470906976,0.05666270167473009,28.699984282475178,-2.173827466708854,11.086319492885044,13.496627964585592,14.98081517926814
LosAngeles,pm_relation,downstream,post_last_slot,2220,12.386027202421298,0.03728780312648361,26.38618243527585,-1.2008636707160831,11.523951761796027,12.631842645222708,14.400507530601788
LosAngeles,pm_relation,upstream,future_any,15593,12.605033609170002,0.005301621716242266,22.17483222378473,-0.4808677260123614,11.693128735785448,12.627481304905324,13.92128925995699
LosAngeles,pm_relation,upstream,history_any,15566,12.619328750859998,0.008670495662721933,22.14138090545021,-0.6956524753682838,11.79001022705342,12.620300315354434,13.818088191663923
LosAngeles,pm_relation,upstream,ongoing,1545,12.919499586744706,-0.042202255299741864,22.462370703400158,-0.9407026031931109,11.716335586021687,12.761725737258711,14.378810735509868
LosAngeles,pm_relation,upstream,post_last_slot,2492,12.625016704455234,0.03616849430874147,22.177531773805242,-1.0489901724826085,11.598585497740668,12.353441836805228,13.931483739840978
Orange,pm_relation,at_source,future_any,2029,12.9875355477636,0.10351572922468932,28.556060534727546,0.9112366935787433,11.647831016055422,13.182436509565873,14.556900055373925
Orange,pm_relation,at_source,history_any,2018,12.218764722464925,0.12586069664961386,23.855257279035097,-1.4015238198623756,10.96563092711344,12.41672696913087,13.497663876751554
Orange,pm_relation,at_source,ongoing,203,11.27385793805399,-0.1355171681556797,20.26826448840695,-0.6150289778919619,10.106475659588861,12.674333318074543,11.640187848338766
