group,group_definition,node_windows,node_window_ratio,valid_values,MAE,RMSE,bias,MAE@h1,RMSE@h1,bias@h1,valid@h1,MAE@h3,RMSE@h3,bias@h3,valid@h3,MAE@h6,RMSE@h6,bias@h6,valid@h6,MAE@h12,RMSE@h12,bias@h12,valid@h12,county,model,result_dir,STID_MAE,STID_RMSE,STID_bias,STID_MAE@h1,STID_MAE@h3,STID_MAE@h6,STID_MAE@h12,delta_vs_STID_MAE,delta_vs_STID_RMSE,delta_vs_STID_bias,delta_vs_STID_MAE@h1,delta_vs_STID_MAE@h3,delta_vs_STID_MAE@h6,delta_vs_STID_MAE@h12
future_any,future window has accident,9457,0.0018441168441168442,98989,11.36046144415549,21.791968275587482,-0.32451595711069087,9.458637012558222,16.92125740733448,-0.20179673154082656,8274,10.284701156570044,18.729838593199204,-0.37447328877971287,8263,11.330637555391586,21.546936266066425,-0.422368901157772,8254,12.856626874101238,25.298619661126857,-0.3137435653456566,8228,Orange,STID,BasicTS/checkpoints/STID/TraffiDent_Orange_2023Q1_100_12_12_pure/61962a5bc414e6aa3e3d288a2850d204/test_results,11.36046144415549,21.791968275587482,-0.32451595711069087,9.458637012558222,10.284701156570044,11.330637555391586,12.856626874101238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
history_any,history window has accident,9437,0.0018402168402168403,98588,11.22828168269659,20.48567633224786,-0.6367513249020753,9.43934681937996,16.12191723877954,-0.4177824768333746,8219,10.474464914174037,18.608728211800344,-0.5922244641704543,8217,11.33738977905318,20.611069694425815,-0.6209807702767386,8221,12.250566327391864,22.33883909184219,-0.9650895982269421,8212,Orange,STID,BasicTS/checkpoints/STID/TraffiDent_Orange_2023Q1_100_12_12_pure/61962a5bc414e6aa3e3d288a2850d204/test_results,11.22828168269659,20.48567633224786,-0.6367513249020753,9.43934681937996,10.474464914174037,11.33738977905318,12.250566327391864,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,all test node-windows,5128200,1.0,51797393,10.465347643075395,20.612884403999008,-0.9801952459667287,8.733952023816116,16.163905000209173,-0.564816889815705,4316363,9.638815517522385,18.57488405438182,-0.7375228406583488,4316393,10.480721714303487,20.624794838870685,-1.0320819160840389,4316444,11.727816309984139,23.33187828038677,-1.2589843103187013,4316537,Orange,STIDAccident,BasicTS/checkpoints/STIDAccident/TraffiDent_Orange_2023Q1_100_12_12_accident/9ef70961a7897a8e85adcb241f1b17ff/test_results,10.407690856178805,20.58581789609306,-1.0861854294210087,8.695543338512076,9.601828533395825,10.428619122013398,11.6405163082698,0.05765678689659026,0.027066507905946224,0.10599018345428002,0.038408685304039736,0.03698698412656043,0.05210259229008862,0.08730000171433794
no_event,no accident in history or future window,5110260,0.9965016965016965,51609934,10.461614739712708,20.610103042859773,-0.9835295182214521,8.730993263739512,16.162056202309934,-0.5654415498479672,4300717,9.635680237090874,18.57364200949024,-0.7403219934185881,4300756,10.477076779342985,20.622535920319628,-1.035522817031436,4300815,11.723534817729423,23.32849458475634,-1.26451935027625,4300941,Orange,STIDAccident,BasicTS/checkpoints/STIDAccident/TraffiDent_Orange_2023Q1_100_12_12_accident/9ef70961a7897a8e85adcb241f1b17ff/test_results,10.404488935211582,20.583488462008635,-1.0884008434367016,8.692803944813155,9.598994379563733,10.425459389673817,11.637145278207722,0.057125804501126254,0.026614580851138214,0.10487132521524956,0.038189318926356464,0.03668585752714115,0.05161738966916829,0.0863895395217007
future_onset,"history has no accident, future has accident",8503,0.001658086658086658,88871,11.459388838417306,22.09877640153394,-0.029228055751185134,9.551986242345418,17.24690346707312,-0.14961096857475917,7427,10.40305257833229,19.17156860167597,-0.026206284906022313,7420,11.3524830531868,21.758837003604615,-0.15796287940336354,7408,13.056050010259593,25.778373404476447,0.2023584478467154,7384,Orange,STIDAccident,BasicTS/checkpoints/STIDAccident/TraffiDent_Orange_2023Q1_100_12_12_accident/9ef70961a7897a8e85adcb241f1b17ff/test_results,11.35694708767659,22.000541879919133,-0.29822081915161575,9.458748326032563,10.2781655920805,11.254533323819384,12.925632931429284,0.10244175074071649,0.09823452161480617,0.2689927634004306,0.09323791631285516,0.12488698625178962,0.09794972936741608,0.13041707883030895
history_only,"history has accident, future has no accident",8483,0.0016541866541866543,88470,11.506294054040211,20.781540561371738,-0.1561943048162623,9.548160546769024,16.22516767400653,-0.6843780195719511,7372,10.624990135795029,18.851972959125334,0.13044976476799158,7374,11.535076309462726,20.786800305035598,-0.0980089152707892,7375,12.749298576164453,22.974880401843794,0.2324430846753778,7368,Orange,STIDAccident,BasicTS/checkpoints/STIDAccident/TraffiDent_Orange_2023Q1_100_12_12_accident/9ef70961a7897a8e85adcb241f1b17ff/test_results,11.20963436526418,20.55534432288481,-0.6460461438544338,9.437242621775237,10.489582290421794,11.261719807253046,12.250298307462312,0.29665968877603177,0.22619623848692783,0.48985183903817153,0.11091792499378705,0.13540784537323525,0.2733565022096798,0.4990002687021402
ongoing,history has accident and future has accident,954,0.00018603018603018603,10118,11.674026327138835,19.77923164900992,0.46962101475055285,9.49770350270457,15.171805449293863,0.006785828501443514,847,10.281168755546018,17.072432004908325,-0.31029173827256173,843,12.185176457073672,20.48646871378545,0.6633978002742109,846,13.0067874266638,21.02670854128843,1.1421591591496039,844,Orange,STIDAccident,BasicTS/checkpoints/STIDAccident/TraffiDent_Orange_2023Q1_100_12_12_accident/9ef70961a7897a8e85adcb241f1b17ff/test_results,11.391330322368175,19.86610612488536,-0.5554788155526506,9.457660859703596,10.342227370147887,11.997043194782085,12.252905814003606,0.2826960047706599,-0.08687447587544028,1.0250998303032035,0.04004264300097482,-0.06105861460186901,0.18813326229158633,0.7538816126601944
post_last_slot,last history slot has accident,1527,0.0002977652977652978,15977,11.60823199855988,20.142174657715003,0.17192561224866826,9.310952413922129,15.211480705560026,-0.4196584235424402,1334,10.203472513184511,17.268958369825494,-0.3876015225747474,1330,11.841059719017165,20.17039646905603,0.6561648660077306,1336,12.67482248178927,20.933613861119294,0.1569815547682697,1333,Orange,STIDAccident,BasicTS/checkpoints/STIDAccident/TraffiDent_Orange_2023Q1_100_12_12_accident/9ef70961a7897a8e85adcb241f1b17ff/test_results,11.327018730152592,20.251992924559367,-0.5331290892637842,9.257209880777385,10.131504342789041,11.598542259124939,12.152778800054323,0.28121326840728855,-0.10981826684436413,0.7050547015124524,0.05374253314474409,0.07196817039547021,0.24251745989222684,0.5220436817349476
future_any,future window has accident,9457,0.0018441168441168442,98989,11.481327765456815,21.87297691403992,0.021760984001748893,9.546429383054516,17.04608821484686,-0.1336008182089485,8274,10.390617895051323,18.96805647493138,-0.055188911786079986,8263,11.437830684431708,21.631866987702836,-0.0737768260566669,8254,13.050996501293934,25.33202105716673,0.29875998619869604,8228,Orange,STIDAccident,BasicTS/checkpoints/STIDAccident/TraffiDent_Orange_2023Q1_100_12_12_accident/9ef70961a7897a8e85adcb241f1b17ff/test_results,11.36046144415549,21.791968275587482,-0.32451595711069087,9.458637012558222,10.284701156570044,11.330637555391586,12.856626874101238,0.12086632130132458,0.08100863845243822,0.3462769411124398,0.08779237049629351,0.10591673848127847,0.10719312904012135,0.19436962719269602
history_any,history window has accident,9437,0.0018402168402168403,98588,11.523508280920742,20.680911405381433,-0.09196744042729037,9.542960805924274,16.119796156790592,-0.6131508851924478,8219,10.589716880327597,18.677212468200505,0.08523312870771675,8217,11.601976327602626,20.756094262892283,-0.019654735569361714,8221,12.775762353591436,22.78233659698103,0.32594037880504995,8212,Orange,STIDAccident,BasicTS/checkpoints/STIDAccident/TraffiDent_Orange_2023Q1_100_12_12_accident/9ef70961a7897a8e85adcb241f1b17ff/test_results,11.22828168269659,20.48567633224786,-0.6367513249020753,9.43934681937996,10.474464914174037,11.33738977905318,12.250566327391864,0.2952265982241524,0.19523507313357413,0.544783884474785,0.10361398654431397,0.11525196615355959,0.2645865485494472,0.5251960261995716
all,all test node-windows,5128200,1.0,51797393,10.449898689881941,20.682229635813478,-0.8244432923622841,8.708443181794488,16.128042655406606,-0.23935256679360364,4316363,9.63120159007764,18.589661385930565,-0.604244659703969,4316393,10.476123075788774,20.701292706863175,-0.8071222198548573,4316444,11.686950492663447,23.424909089139792,-1.2322846356051376,4316537,Orange,STIDGatedAccident,BasicTS/checkpoints/STIDGatedAccident/TraffiDent_Orange_2023Q1_100_12_12_gated_accident/e5986ea714679cd5c7e0d08413b634e4/test_results,10.407690856178805,20.58581789609306,-1.0861854294210087,8.695543338512076,9.601828533395825,10.428619122013398,11.6405163082698,0.04220783370313619,0.09641173972041628,0.2617421370587246,0.012899843282411894,0.029373056681816223,0.04750395377537586,0.04643418439364666
no_event,no accident in history or future window,5110260,0.9965016965016965,51609934,10.446744656755422,20.679955396341274,-0.8267027588955791,8.705815986613395,16.12629700970602,-0.24016676321706076,4300717,9.62856931069212,18.589095050231837,-0.6051975805491923,4300756,10.473103528052242,20.699704062793828,-0.8098907964462023,4300815,11.683349200500542,23.421888434225348,-1.2352051279131142,4300941,Orange,STIDGatedAccident,BasicTS/checkpoints/STIDGatedAccident/TraffiDent_Orange_2023Q1_100_12_12_gated_accident/e5986ea714679cd5c7e0d08413b634e4/test_results,10.404488935211582,20.583488462008635,-1.0884008434367016,8.692803944813155,9.598994379563733,10.425459389673817,11.637145278207722,0.04225572154384061,0.0964669343326392,0.26169808454112253,0.013012041800239516,0.02957493112838705,0.04764413837842518,0.04620392229282011
future_onset,"history has no accident, future has accident",8503,0.001658086658086658,88871,11.328509177886477,22.049172884449405,0.048056023336921896,9.44191068272034,17.140002514079544,0.13435280716273157,7427,10.254384634629735,18.964771314737508,0.05096326298469482,7420,11.214173530141942,21.644201840939477,0.029718014900421735,7408,12.938795778888277,25.885497221388224,0.03311518031623485,7384,Orange,STIDGatedAccident,BasicTS/checkpoints/STIDGatedAccident/TraffiDent_Orange_2023Q1_100_12_12_gated_accident/e5986ea714679cd5c7e0d08413b634e4/test_results,11.35694708767659,22.000541879919133,-0.29822081915161575,9.458748326032563,10.2781655920805,11.254533323819384,12.925632931429284,-0.02843790979011196,0.04863100453027158,0.34627684248853763,-0.016837643312221928,-0.023780957450764362,-0.04035979367744247,0.013162847458993099
history_only,"history has accident, future has no accident",8483,0.0016541866541866543,88470,11.299800459813355,20.704079497010948,-0.4182967989595917,9.423383843167864,16.186028303567067,-0.1933035759969826,7372,10.444908683203668,18.675336672207404,-0.594547078251871,7374,11.337842935853086,20.696155237702484,-0.1109321449409097,7375,12.473650714861842,22.916356016732028,-0.8323450026372357,7368,Orange,STIDGatedAccident,BasicTS/checkpoints/STIDGatedAccident/TraffiDent_Orange_2023Q1_100_12_12_gated_accident/e5986ea714679cd5c7e0d08413b634e4/test_results,11.20963436526418,20.55534432288481,-0.6460461438544338,9.437242621775237,10.489582290421794,11.261719807253046,12.250298307462312,0.09016609454917557,0.1487351741261378,0.2277493448948421,-0.013858778607373168,-0.044673607218125966,0.07612312860003989,0.22335240739952944
ongoing,history has accident and future has accident,954,0.00018603018603018603,10118,11.389417473754762,19.66224115980378,-0.5142993681938381,9.39431882045345,15.313143584949168,0.21712333562101074,847,10.457720117354025,17.35165312517101,-1.5945875409941939,843,11.851892218803965,20.374529591891513,-0.1294368942296815,846,12.219172369247364,20.348632057995264,-0.9117761358830601,844,Orange,STIDGatedAccident,BasicTS/checkpoints/STIDGatedAccident/TraffiDent_Orange_2023Q1_100_12_12_gated_accident/e5986ea714679cd5c7e0d08413b634e4/test_results,11.391330322368175,19.86610612488536,-0.5554788155526506,9.457660859703596,10.342227370147887,11.997043194782085,12.252905814003606,-0.0019128486134132316,-0.20386496508157848,0.041179447358812404,-0.0633420392501467,0.11549274720613845,-0.14515097597812066,-0.03373344475624229
post_last_slot,last history slot has accident,1527,0.0002977652977652978,15977,11.308972299192234,20.05231781702611,-0.42384787322717266,9.245595723256535,15.413717427417133,-0.04545610133318351,1334,10.231314244664702,17.52525342548334,-1.446514341884986,1330,11.502972240219574,20.004034167984596,0.2681108948713291,1336,12.17802200260148,20.74837878054203,-1.2753518799240215,1333,Orange,STIDGatedAccident,BasicTS/checkpoints/STIDGatedAccident/TraffiDent_Orange_2023Q1_100_12_12_gated_accident/e5986ea714679cd5c7e0d08413b634e4/test_results,11.327018730152592,20.251992924559367,-0.5331290892637842,9.257209880777385,10.131504342789041,11.598542259124939,12.152778800054323,-0.018046430960357185,-0.19967510753325612,0.10928121603661156,-0.011614157520849488,0.09980990187566086,-0.09557001890536476,0.025243202547157395
future_any,future window has accident,9457,0.0018441168441168442,98989,11.33473494174542,21.817181709601687,-0.009424166722784144,9.437038796922565,16.962031496523604,0.1428259286380258,8274,10.275129041010425,18.806538612575537,-0.1169176010506704,8263,11.279537020683982,21.517512094087337,0.013405349949586469,8254,12.864979380012775,25.373218480324944,-0.06380846712504652,8228,Orange,STIDGatedAccident,BasicTS/checkpoints/STIDGatedAccident/TraffiDent_Orange_2023Q1_100_12_12_gated_accident/e5986ea714679cd5c7e0d08413b634e4/test_results,11.36046144415549,21.791968275587482,-0.32451595711069087,9.458637012558222,10.284701156570044,11.330637555391586,12.856626874101238,-0.025726502410069685,0.02521343401420495,0.31509179038790674,-0.02159821563565778,-0.009572115559619121,-0.05110053470760434,0.008352505911537023
history_any,history window has accident,9437,0.0018402168402168403,98588,11.308997707047336,20.599583285546206,-0.4281495007200648,9.420388462741034,16.09826152551483,-0.151007473011901,8219,10.446223005146473,18.54388727921583,-0.697143436305146,8217,11.39074259717278,20.663288889737558,-0.11283638697444283,8221,12.447496263677762,22.6658703540756,-0.8405086296219043,8212,Orange,STIDGatedAccident,BasicTS/checkpoints/STIDGatedAccident/TraffiDent_Orange_2023Q1_100_12_12_gated_accident/e5986ea714679cd5c7e0d08413b634e4/test_results,11.22828168269659,20.48567633224786,-0.6367513249020753,9.43934681937996,10.474464914174037,11.33738977905318,12.250566327391864,0.0807160243507461,0.11390695329834699,0.2086018241820105,-0.018958356638925977,-0.02824190902756385,0.0533528181196008,0.1969299362858976
all,all test node-windows,2698780,1.0,26871499,11.149100148823107,21.64247067895328,-1.139875666665044,9.43305123199551,17.384008844935988,-0.47704580861530976,2239233,10.33741540334206,19.68300522708025,-0.6843766400646135,2239247,11.162884070182129,21.688042266566477,-1.0731236962931967,2239288,12.386382074565947,24.147685229471296,-1.8344753170531285,2239360,Alameda,STID,BasicTS/checkpoints/STID/TraffiDent_Alameda_2023Q1_100_12_12_pure/1f0d94b78367d0e3c0f0fdd600c9b2f0/test_results,11.149100148823107,21.64247067895328,-1.139875666665044,9.43305123199551,10.33741540334206,11.162884070182129,12.386382074565947,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_event,no accident in history or future window,2686062,0.9952875002779034,26748811,11.143359862799135,21.640701659502657,-1.135279905854098,9.426748992765363,17.377359138588886,-0.4749524947995986,2228999,10.331424932542953,19.678802567709486,-0.6809413105223747,2229011,11.156863072628243,21.68594798944904,-1.0684045764100705,2229064,12.381790422472124,24.15016199924244,-1.8285871410488508,2229153,Alameda,STID,BasicTS/checkpoints/STID/TraffiDent_Alameda_2023Q1_100_12_12_pure/1f0d94b78367d0e3c0f0fdd600c9b2f0/test_results,11.143359862799135,21.640701659502657,-1.135279905854098,9.426748992765363,10.331424932542953,11.156863072628243,12.381790422472124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
future_onset,"history has no accident, future has accident",6005,0.0022250794803577913,58192,12.442495406772004,22.29094665741283,-2.091244012928612,10.739538387344279,18.594967575355515,-1.0847725377797786,4842,11.598723096554368,20.72800352181029,-1.4411414012432786,4847,12.428888730230195,22.3803813764621,-2.047229078768996,4851,13.66740978113443,24.136369504978532,-3.1157568303012573,4846,Alameda,STID,BasicTS/checkpoints/STID/TraffiDent_Alameda_2023Q1_100_12_12_pure/1f0d94b78367d0e3c0f0fdd600c9b2f0/test_results,12.442495406772004,22.29094665741283,-2.091244012928612,10.739538387344279,11.598723096554368,12.428888730230195,13.66740978113443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
history_only,"history has accident, future has no accident",6005,0.0022250794803577913,57919,12.259477005764937,21.624646457586874,-2.244124743875012,10.833444352239598,18.900825093512534,-0.9039957022474857,4841,11.681865804915539,20.41234307271431,-1.5319878525149362,4837,12.464347924794561,21.976238909631526,-2.268951166027169,4822,13.001813812921075,22.931887648009496,-3.1531249250840023,4817,Alameda,STID,BasicTS/checkpoints/STID/TraffiDent_Alameda_2023Q1_100_12_12_pure/1f0d94b78367d0e3c0f0fdd600c9b2f0/test_results,12.259477005764937,21.624646457586874,-2.244124743875012,10.833444352239598,11.681865804915539,12.464347924794561,13.001813812921075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ongoing,history has accident and future has accident,708,0.0002623407613810685,6577,13.272860226160635,23.118907150300064,-1.6890335895015745,11.14393586645109,19.258231798863147,0.14634516970431957,551,11.67118847888449,20.69695386572557,-0.48416469408118207,552,12.984858088830855,21.42693675791574,-1.1232029521962907,551,14.340612762114581,24.590079827790817,-2.872283472734339,544,Alameda,STID,BasicTS/checkpoints/STID/TraffiDent_Alameda_2023Q1_100_12_12_pure/1f0d94b78367d0e3c0f0fdd600c9b2f0/test_results,13.272860226160635,23.118907150300064,-1.6890335895015745,11.14393586645109,11.67118847888449,12.984858088830855,14.340612762114581,0.0,0.0,0.0,0.0,0.0,0.0,0.0
post_last_slot,last history slot has accident,1087,0.0004027745870356235,10466,12.848848757314654,22.30497606333376,-1.9595893358332281,11.257250331800456,19.55299335209857,0.08143605729713527,878,11.92948017533584,21.187668749104567,-1.5124329900795948,877,12.848875291535085,21.810211197286776,-1.4428850476255166,877,13.303398000631564,23.01095929584861,-2.9940910471048126,869,Alameda,STID,BasicTS/checkpoints/STID/TraffiDent_Alameda_2023Q1_100_12_12_pure/1f0d94b78367d0e3c0f0fdd600c9b2f0/test_results,12.848848757314654,22.30497606333376,-1.9595893358332281,11.257250331800456,11.92948017533584,12.848875291535085,13.303398000631564,0.0,0.0,0.0,0.0,0.0,0.0,0.0
future_any,future window has accident,6713,0.0024874202417388596,64769,12.526815350731647,22.376419923788863,-2.0504013906341445,10.78085548122186,18.663814173606795,-0.9589898738793886,5393,11.606131895446495,20.724830801878,-1.3432990475305033,5399,12.485597135225344,22.284998773813644,-1.9529790316895617,5402,13.735354694939721,24.182547511667206,-3.091183571470469,5390,Alameda,STID,BasicTS/checkpoints/STID/TraffiDent_Alameda_2023Q1_100_12_12_pure/1f0d94b78367d0e3c0f0fdd600c9b2f0/test_results,12.526815350731647,22.376419923788863,-2.0504013906341445,10.78085548122186,11.606131895446495,12.485597135225344,13.735354694939721,0.0,0.0,0.0,0.0,0.0,0.0,0.0
history_any,history window has accident,6713,0.0024874202417388596,64496,12.3628168550859,21.78171838242721,-2.1875191451124505,10.865172981862145,18.937657285132538,-0.7966629744283523,5392,11.68077218782528,20.44167811485637,-1.4246583911345738,5389,12.51772616620883,21.920541520119087,-2.1514549631658,5373,13.137666489868506,23.10557610539339,-3.1246269018297386,5361,Alameda,STID,BasicTS/checkpoints/STID/TraffiDent_Alameda_2023Q1_100_12_12_pure/1f0d94b78367d0e3c0f0fdd600c9b2f0/test_results,12.3628168550859,21.78171838242721,-2.1875191451124505,10.865172981862145,11.68077218782528,12.51772616620883,13.137666489868506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,all test node-windows,2698780,1.0,26871499,11.123093533040342,21.363944436641315,-1.0379254342875048,9.443002749155626,17.392327779637064,-0.674667455168208,2239233,10.344861886746973,19.598086628541875,-0.9731352052128182,2239247,11.138090202946204,21.418843037106477,-1.0548603522271225,2239288,12.340720849093044,23.724393801916165,-1.2629141091005773,2239360,Alameda,STIDAccident,BasicTS/checkpoints/STIDAccident/TraffiDent_Alameda_2023Q1_100_12_12_accident/7f2783390413ef40acba8c2897dffa4c/test_results,11.149100148823107,21.64247067895328,-1.139875666665044,9.43305123199551,10.33741540334206,11.162884070182129,12.386382074565947,-0.026006615782765863,-0.27852624231196543,0.1019502323775392,0.009951517160116552,0.007446483404912385,-0.024793867235924694,-0.04566122547290341
no_event,no accident in history or future window,2686062,0.9952875002779034,26748811,11.116407379752319,21.36075805935456,-1.033383281645999,9.436359879199138,17.385328441534522,-0.6717155357935825,2228999,10.337999639329954,19.592665243920255,-0.9689785326790531,2229011,11.13103817762747,21.415122528540373,-1.049683565902339,2229064,12.33479687968928,23.72513369974474,-1.2600196258636058,2229153,Alameda,STIDAccident,BasicTS/checkpoints/STIDAccident/TraffiDent_Alameda_2023Q1_100_12_12_accident/7f2783390413ef40acba8c2897dffa4c/test_results,11.143359862799135,21.640701659502657,-1.135279905854098,9.426748992765363,10.331424932542953,11.156863072628243,12.381790422472124,-0.02695248304681641,-0.2799436001480977,0.1018966242080992,0.009610886433774724,0.006574706787001006,-0.02582489500077223,-0.04699354278284318
future_onset,"history has no accident, future has accident",6005,0.0022250794803577913,58192,12.511058391500772,22.27539155731748,-1.9984431809568786,10.811013169349692,18.719741115465407,-1.3095390504177618,4842,11.717807197610153,20.86290198783081,-1.748947516603275,4847,12.53647045213349,22.48213631244155,-2.0689491298709353,4851,13.717195625006045,23.988397568202704,-2.4617348764240865,4846,Alameda,STIDAccident,BasicTS/checkpoints/STIDAccident/TraffiDent_Alameda_2023Q1_100_12_12_accident/7f2783390413ef40acba8c2897dffa4c/test_results,12.442495406772004,22.29094665741283,-2.091244012928612,10.739538387344279,11.598723096554368,12.428888730230195,13.66740978113443,0.06856298472876787,-0.015555100095351548,0.0928008319717335,0.07147478200541357,0.11908410105578504,0.10758172190329418,0.04978584387161611
history_only,"history has accident, future has no accident",6005,0.0022250794803577913,57919,12.55270842538996,21.70727950913224,-2.1626929863375333,10.941465226906042,18.94216433995769,-1.4509228818846547,4841,11.980685912505491,20.64582365278538,-2.1361070561561797,4837,12.774399229324196,22.048646459709065,-2.455755442615764,4822,13.423589636335636,22.997749531839528,-1.478916314718806,4817,Alameda,STIDAccident,BasicTS/checkpoints/STIDAccident/TraffiDent_Alameda_2023Q1_100_12_12_accident/7f2783390413ef40acba8c2897dffa4c/test_results,12.259477005764937,21.624646457586874,-2.244124743875012,10.833444352239598,11.681865804915539,12.464347924794561,13.001813812921075,0.2932314196250232,0.08263305154536482,0.08143175753747878,0.10802087466644394,0.29882010758995214,0.3100513045296349,0.42177582341456166
ongoing,history has accident and future has accident,708,0.0002623407613810685,6577,13.44655157654449,22.976978740152806,-1.1072957388477809,11.129396061282842,19.266699446639546,-0.2171853579540218,551,11.665142315021459,20.57172538948015,-0.7550437692282856,552,13.035458698030393,21.281977909679103,-0.8095901683108128,551,14.765194261775298,24.64574984110312,-0.531860491808723,544,Alameda,STIDAccident,BasicTS/checkpoints/STIDAccident/TraffiDent_Alameda_2023Q1_100_12_12_accident/7f2783390413ef40acba8c2897dffa4c/test_results,13.272860226160635,23.118907150300064,-1.6890335895015745,11.14393586645109,11.67118847888449,12.984858088830855,14.340612762114581,0.17369135038385508,-0.14192841014725843,0.5817378506537936,-0.01453980516824771,-0.00604616386303114,0.05060060919953813,0.42458149966071623
post_last_slot,last history slot has accident,1087,0.0004027745870356235,10466,13.098443416753645,22.30225423328567,-1.5281733456930011,11.381195837381489,19.657041648031633,-0.3544624432887466,878,12.183952953551758,21.348079180492224,-1.9118165350014698,877,13.031376298232388,21.622775200080817,-1.245932445286889,877,13.889133308507219,23.505263336022562,-0.8558021519071625,869,Alameda,STIDAccident,BasicTS/checkpoints/STIDAccident/TraffiDent_Alameda_2023Q1_100_12_12_accident/7f2783390413ef40acba8c2897dffa4c/test_results,12.848848757314654,22.30497606333376,-1.9595893358332281,11.257250331800456,11.92948017533584,12.848875291535085,13.303398000631564,0.24959465943899062,-0.002721830048091789,0.431415990140227,0.12394550558103212,0.2544727782159182,0.18250100669730251,0.5857353078756553
future_any,future window has accident,6713,0.0024874202417388596,64769,12.606053549233774,22.347639426953084,-1.9079512302367054,10.843542177160353,18.776354188935226,-1.197933852727838,5393,11.712422932799512,20.833318495284527,-1.6473297109248837,5399,12.587366955759613,22.36267102008837,-1.9404954257076734,5402,13.822967870425646,24.055557730065807,-2.2669571595200804,5390,Alameda,STIDAccident,BasicTS/checkpoints/STIDAccident/TraffiDent_Alameda_2023Q1_100_12_12_accident/7f2783390413ef40acba8c2897dffa4c/test_results,12.526815350731647,22.376419923788863,-2.0504013906341445,10.78085548122186,11.606131895446495,12.485597135225344,13.735354694939721,0.07923819850212688,-0.02878049683577899,0.14245016039743907,0.06268669593849374,0.10629103735301726,0.10176982053426897,0.08761317548592551
history_any,history window has accident,6713,0.0024874202417388596,64496,12.643858274376088,21.840137764044243,-2.055068422150476,10.960669803336396,18.975582691228585,-1.324849189565868,5392,11.948364509813285,20.63824593339209,-1.9946435010594679,5389,12.80117100797817,21.97125586443696,-2.286941587248262,5373,13.559727113564009,23.170322205910214,-1.3828152366770534,5361,Alameda,STIDAccident,BasicTS/checkpoints/STIDAccident/TraffiDent_Alameda_2023Q1_100_12_12_accident/7f2783390413ef40acba8c2897dffa4c/test_results,12.3628168550859,21.78171838242721,-2.1875191451124505,10.865172981862145,11.68077218782528,12.51772616620883,13.137666489868506,0.28104141929018844,0.058419381617031974,0.1324507229619747,0.09549682147425109,0.26759232198800476,0.2834448417693398,0.42206062369550246
all,all test node-windows,2698780,1.0,26871499,11.102015168562051,21.438914637869654,-0.895993514026222,9.419378532738666,17.385896225207507,-0.23147863766211327,2239233,10.31274819657568,19.625029950794126,-0.6073673530947813,2239247,11.122573998688422,21.493682539596794,-0.8348421844127324,2239288,12.314085358093385,23.826596863641555,-1.3770471969172764,2239360,Alameda,STIDGatedAccident,BasicTS/checkpoints/STIDGatedAccident/TraffiDent_Alameda_2023Q1_100_12_12_gated_accident/c2e7a0b7230869ca07041f6c44f746a9/test_results,11.149100148823107,21.64247067895328,-1.139875666665044,9.43305123199551,10.33741540334206,11.162884070182129,12.386382074565947,-0.04708498026105623,-0.20355604108362613,0.24388215263882207,-0.013672699256844112,-0.0246672067663809,-0.0403100714937068,-0.07229671647256275
no_event,no accident in history or future window,2686062,0.9952875002779034,26748811,11.096475320903048,21.437211362918113,-0.8916531176993396,9.413425470777465,17.379625029400632,-0.22958979050782366,2228999,10.306916655665898,19.621051322927524,-0.6035380590468955,2229011,11.116506237315305,21.491372539846804,-0.82966114705768,2229064,12.309584507826516,23.82881252132346,-1.3708937973284443,2229153,Alameda,STIDGatedAccident,BasicTS/checkpoints/STIDGatedAccident/TraffiDent_Alameda_2023Q1_100_12_12_gated_accident/c2e7a0b7230869ca07041f6c44f746a9/test_results,11.143359862799135,21.640701659502657,-1.135279905854098,9.426748992765363,10.331424932542953,11.156863072628243,12.381790422472124,-0.046884541896087484,-0.20349029658454398,0.24362678815475847,-0.01332352198789799,-0.02450827687705548,-0.04035683531293799,-0.07220591464560755
future_onset,"history has no accident, future has accident",6005,0.0022250794803577913,58192,12.359850664928059,22.116044875858613,-1.8617392283794412,10.657732235996352,18.55897931695577,-0.8365277578297946,4842,11.53032464432131,20.618149748888595,-1.3976819412423478,4847,12.433842563255624,22.29056865538817,-1.8073571487643796,4851,13.501913559520437,23.855493084847883,-2.692146960930346,4846,Alameda,STIDGatedAccident,BasicTS/checkpoints/STIDGatedAccident/TraffiDent_Alameda_2023Q1_100_12_12_gated_accident/c2e7a0b7230869ca07041f6c44f746a9/test_results,12.442495406772004,22.29094665741283,-2.091244012928612,10.739538387344279,11.598723096554368,12.428888730230195,13.66740978113443,-0.08264474184394466,-0.17490178155421887,0.2295047845491709,-0.08180615134792646,-0.0683984522330583,0.004953833025428622,-0.16549622161399213
